,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
73326,gp:AOqpTOGnIxeLKp9mPBKpFnC979L4TK8mJvKCAdlxB6tPQ1M4UeUujOJC9NuFTE4ivMQb2m87CGPmxtE6Ej43Jr0,Lone Wolf,https://play-lh.googleusercontent.com/a-/AOh14Gh5HCyuw9nY14cvyZRmjibDguwnWHjx8i98lx2A0w,Sucks... But I understand the purpose and can respect the time limit. But asking for apps. You must be mad. My 13th b-day is next month and I'm terrified. I heard that you have to delete your gmail. If this does not work and I have to delete my account or wait till I'm 18. You'll be getting a one star review. I'm actually not sure but I can't write reviews on my phone. (This is my sister's) I can go on kindly complaining. But my character limit is close.,2,24,flh.release.1.38.0.T.328209365,2020-10-21 19:41:30,,,most_relevant,com.google.android.apps.kids.familylinkhelper,sucks but i understand the purpose and can respect the time limit but asking for apps you must be mad my 13th bday is next month and im terrified i heard that you have to delete your gmail if this does not work and i have to delete my account or wait till im 18 youll be getting a one star review im actually not sure but i cant write reviews on my phone this is my sisters i can go on kindly complaining but my character limit is close,LOGIN_BUG,0.43729278308907116
73455,gp:AOqpTOGnIxeLKp9mPBKpFnC979L4TK8mJvKCAdlxB6tPQ1M4UeUujOJC9NuFTE4ivMQb2m87CGPmxtE6Ej43Jr0,Lone Wolf,https://play-lh.googleusercontent.com/a-/AOh14Gh5HCyuw9nY14cvyZRmjibDguwnWHjx8i98lx2A0w,Sucks... But I understand the purpose and can respect the time limit. But asking for apps. You must be mad. My 13th b-day is next month and I'm terrified. I heard that you have to delete your gmail. If this does not work and I have to delete my account or wait till I'm 18. You'll be getting a one star review. I'm actually not sure but I can't write reviews on my phone. (This is my sister's) I can go on kindly complaining. But my character limit is close.,2,24,flh.release.1.38.0.T.328209365,2020-10-21 19:41:30,,,newest,com.google.android.apps.kids.familylinkhelper,sucks but i understand the purpose and can respect the time limit but asking for apps you must be mad my 13th bday is next month and im terrified i heard that you have to delete your gmail if this does not work and i have to delete my account or wait till im 18 youll be getting a one star review im actually not sure but i cant write reviews on my phone this is my sisters i can go on kindly complaining but my character limit is close,LOGIN_BUG,0.43729278308907116
32523,gp:AOqpTOESZ1D3NFTW8sEkr8oRW4r1GktQa97CQfIL7y-gthJ-SpVpMupt1G9FlPqf1WmV9CmdG_CFv19FnGoFBYA,Allen Lewis,https://play-lh.googleusercontent.com/a-/AOh14GiP5gFWy1QL8A6pEWTlukQUlM43Co2IpG7zgvNe,"Not much storage space for 2021. The google pixel phone has no memory card slot and if you want to get raw photos, storage space gets used up incredibly fast. I barely had this account backing up from my new phone for a bit more than a month and it's 60% full.",2,0,5.26.0.352644055,2021-02-01 14:49:44,,,most_relevant,com.google.android.apps.photos,not much storage space for 2021 the google pixel phone has no memory card slot and if you want to get raw photos storage space gets used up incredibly fast i barely had this account backing up from my new phone for a bit more than a month and its 60 full,LOGIN_BUG,0.43750850946449976
6275,gp:AOqpTOEi2E06QFSAszTh4Q14Q3S9m51reAqotiXWmIo2LLu8F1FOL8_s3w6EL-WkprC74GaY49vPWv5eVF2dZg,Jose Xavier,https://play-lh.googleusercontent.com/--DvfxcbcInQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnXN9FfHLjfqsyWqpexLV83YhxBEg/photo.jpg,Can all Google payment options and balances be combined into one app? I have balance in Google Hangouts that I want to use in play store. There should be just one Google account and balance that can be used towards multiple products or services. It only makes sense.,2,0,2.119.340301324,2020-11-22 16:19:14,,,most_relevant,com.google.android.apps.walletnfcrel,can all google payment options and balances be combined into one app i have balance in google hangouts that i want to use in play store there should be just one google account and balance that can be used towards multiple products or services it only makes sense,LOGIN_BUG,0.43754567255924914
63996,gp:AOqpTOEkjtW4R0jG20wYYODEVfBMVWP7cM6FBGCUatNVDdVs6hg9N-tElNyTL0MB2U7zPXUmNhNIGsn9ZrKIseM,gwiggymac jr.,https://play-lh.googleusercontent.com/a-/AOh14Gjz7tek4Ax2J29Pdj6S2G7beF-klVvS9AtYnEF0lw,"This app has no user interface. i personqlly do consider this to be an ""application."" i do not undestand the concept, and think that if this app actually applied to anything, there would be beta testing..a data collection tool. worst, is it appears to have control over google search. while writin this review, a pop-up came up (of a normal google search) but had already typed out ""2018 chevrolet"" absolutely immoral. google is the virus. they are the malware, spyware, and phishers! omg. 3 stars.",3,75,25.0.258846637-carrierservices_V25I_RC18,2019-08-18 02:38:41,,,most_relevant,com.google.android.ims,this app has no user interface i personqlly do consider this to be an application i do not undestand the concept and think that if this app actually applied to anything there would be beta testinga data collection tool worst is it appears to have control over google search while writin this review a popup came up of a normal google search but had already typed out 2018 chevrolet absolutely immoral google is the virus they are the malware spyware and phishers omg 3 stars,UI_BUG,0.4376070200563271
34711,gp:AOqpTOEnI7aiZhSr1-hBaOGuqJvDaN8oca-bBTgEV71bGOLDuMciP3ElnC_zv0iALhYzE_SO4cx3lmAax-ecwNA,Sisi Petkova,https://play-lh.googleusercontent.com/a-/AOh14GiqGbAnoXi_qEB0yo3wPf3aNqJ0c8jcMyvpjGuWz4Q,"Not been getting notifications on my Google Pixel 3 (!!!) for a year now. I tried everything, but unfortunately nothing works. Since last spring I havent been getting notifications on new emails. In Settings everything is on, as well as in the app. I read forums, articles on the internet, and nothing helps. And my phone is also from Google. And I never had such issues with other apps!!",1,7,2020.11.29.346182102.Release,2021-01-24 10:17:05,,,most_relevant,com.google.android.gm,not been getting notifications on my google pixel 3  for a year now i tried everything but unfortunately nothing works since last spring i havent been getting notifications on new emails in settings everything is on as well as in the app i read forums articles on the internet and nothing helps and my phone is also from google and i never had such issues with other apps,LOGIN_BUG,0.43768700643625014
35161,gp:AOqpTOEYywvLc1CbR_fWk8OVC9l_sMnyMbNdkPNYOgMa3EvqAQykeKcHB8lHZaoqKBsYVTX0GujFL0vJKe_vE4w,Romeo Estrella,https://play-lh.googleusercontent.com/a-/AOh14GghGDwua4UgiqO_5_SUaOOpAuBGpHKy-lDPCCbQBA,"The app itself is not bad, I only have a couple of issues with it. One of the issues is that it will not delete emails from other services. The other is that it takes a while for it to get incoming emails from those other services for example Yahoo and AOL. I have sent trouble tickets to Google and still no response. Hopefully they will be able to resolve this soon, because I think they have a great platform.",3,125,2020.10.18.341076532.Release,2020-11-14 15:28:47,,,most_relevant,com.google.android.gm,the app itself is not bad i only have a couple of issues with it one of the issues is that it will not delete emails from other services the other is that it takes a while for it to get incoming emails from those other services for example yahoo and aol i have sent trouble tickets to google and still no response hopefully they will be able to resolve this soon because i think they have a great platform,LOGIN_BUG,0.4377374459906981
51753,gp:AOqpTOHru4xfhmLgMZ4wkEgUVFIJzpusQ1-xqVgBqQYFxHEtUXFW_29dBGAe3Af4fJ_n2TEvLCqQRVMyJ7t6_tI,Zaid Khan,https://play-lh.googleusercontent.com/a-/AOh14GgxRBh-PEfe9STQvwpg-634feIhXQo5PI-U85C-2g,"Pretty badly made bcz it is so weak, it can't keep in memory or whatever but its greyscale mode even goes away while the whole thing is still on and running. Its unstable i guess thats the work for its condition. My device is POCO F1..it needs many more features btw plus kindly reduce the brightness of greyscale mode. My normal settings can go lower in terms of brightness but with greyscale mode, its like my mobile is stuck on much higher light which feels bad instead of good for my wellbeing..",2,17,1.0.272729121,2019-11-05 18:51:42,,,most_relevant,com.google.android.apps.wellbeing,pretty badly made bcz it is so weak it cant keep in memory or whatever but its greyscale mode even goes away while the whole thing is still on and running its unstable i guess thats the work for its condition my device is poco f1it needs many more features btw plus kindly reduce the brightness of greyscale mode my normal settings can go lower in terms of brightness but with greyscale mode its like my mobile is stuck on much higher light which feels bad instead of good for my wellbeing,PERFORMANCE_BUG,0.43795093934952223
8837,gp:AOqpTOErlydf-BKILJU18iC6t0NtQufvr-sgfjY-i_Y0IK1XlqCbqwiiJEM1onHFECORBGL90xu9LGTFP41wtQ,A Keats,https://play-lh.googleusercontent.com/a-/AOh14Gh5nuk2hiJ9T2O4VPobI_QBMDC6NeqxBCZcmAFWIg,"I used to love this app, then an update happened and now I can't color code my events etc on the fly. I'm a busy Mom with 3 kids. Each child had a color, as did specific things we do. Scouts =green. Swimming = school color. Meetings with teachers were the specific color of whichever school I had to go to. Dr appointments, another color etc. Now? It's all slate grey. Or blue. That's it. Fix this issue. Bring back the colors to let me organize my calendar and I'll be glad to change my rating.",3,112,2020.48.5-347345946-release,2020-12-25 09:47:47,"Hi there. Our team is aware of this issue and it is currently under review. Please submit in-product feedback: https://goo.gle/37YOQmJ. Thanks.
",2020-12-25 10:00:18,most_relevant,com.google.android.calendar,i used to love this app then an update happened and now i cant color code my events etc on the fly im a busy mom with 3 kids each child had a color as did specific things we do scouts green swimming  school color meetings with teachers were the specific color of whichever school i had to go to dr appointments another color etc now its all slate grey or blue thats it fix this issue bring back the colors to let me organize my calendar and ill be glad to change my rating,PERFORMANCE_BUG,0.43802496849052136
74446,gp:AOqpTOFIG7cQ9RnrmuqS7efCNOOwk7dhrEgyA_oycbv-ZriHEISTmlbZKzmOmcTi9OaSGcxpnHrYJCBwO13emwU,Harshal Sawarkar,https://play-lh.googleusercontent.com/a-/AOh14Gj4APzbL3mPQNcnNPf4OPv7XNnsTLFoukELcRAy,"After update I can't switch to any other account. It keeps loading when I click ICON to choose my account. It does not show accounts, just keeps loading.",1,1,,2021-02-02 19:53:20,,,newest,com.google.android.apps.youtube.creator,after update i cant switch to any other account it keeps loading when i click icon to choose my account it does not show accounts just keeps loading,UI_BUG,0.43805686482014394
74300,gp:AOqpTOHDxrFG1ItqEGPUY7Ple2FQFBaMKf84nm5oM-0-KiSO7PqWIUOQv5cf5UoLVoOatrpZjRXSsO8FzfGW6Qc,Humble Tricks,https://play-lh.googleusercontent.com/a-/AOh14GhlfFUSAzztUcHbPwBE6jq4MUZcmoG6g97mvFZQNA,"After update I can't switch to any other account. It keeps loading when I click ICON to choose my account. It does not show accounts, just keeps loading.",1,150,21.02.101,2021-01-29 02:29:56,,,most_relevant,com.google.android.apps.youtube.creator,after update i cant switch to any other account it keeps loading when i click icon to choose my account it does not show accounts just keeps loading,UI_BUG,0.43805686482014394
74913,gp:AOqpTOEECD5Fgs9aLGlDqvMFExTOKLvvTgAu4PAcpPVleISL6VCDQoNeOQtZ5JPxpP_XtE6TJsWNmUL2WxB_mds,Rohit Chahar,https://play-lh.googleusercontent.com/-3kn9WFfCVh4/AAAAAAAAAAI/AAAAAAAAABQ/AMZuucm519iMFwwe2F2sHoi2SrTGW4Ymaw/photo.jpg,"I am Facing Custom Thumbnail Uploading Problem, In My File Manager I Chooses One But When I Click On Done Then There Is Nothing Changed, Plz Fix It",3,0,20.47.101,2021-02-03 02:56:10,,,newest,com.google.android.apps.youtube.creator,i am facing custom thumbnail uploading problem in my file manager i chooses one but when i click on done then there is nothing changed plz fix it,PERFORMANCE_BUG,0.43821976030314314
55329,gp:AOqpTOHyeOZiNegmlQ2lPSUJv3MVUB1lrUzsMjGYMdJFBWL8E8crKeqM8IDaxtkYFuf_pk71P7oyxt-Gbv51DkE,Echa Elfinsa,https://play-lh.googleusercontent.com/a-/AOh14Gg-O0CqmuVohsVcSRIDAAq_W2tllXWNG9itcy-QTw,"I cant manage video that i dont like for mykid, i cant edited my kid account, video from another country which diff language still pop up that mykid cant understand, volume cant be manage",2,0,5.45.3,2021-01-23 23:55:56,,,most_relevant,com.google.android.apps.youtube.kids,i cant manage video that i dont like for mykid i cant edited my kid account video from another country which diff language still pop up that mykid cant understand volume cant be manage,LOGIN_BUG,0.4388991986857034
